,right_ascension,altnames,list,declination,distance,child_stars_binaries,epoch,name,all_children,flags
650,349d33m24.447s,,,-56d54m14.0358s,94.43 pc,[Star('HD 219666')],,HD 219666,[Star('HD 219666')],Flags()
651,349d41m41.01s,,,18d38m44.6151s,71.4 pc,[Star('HD 219828')],,HD 219828,[Star('HD 219828')],Flags()
652,350d03m35.679s,,,61d58m12.4646s,290.2 pc,[Star('HD 220074')],,HD 220074,[Star('HD 220074')],Flags()
653,350d29m34.305s,,,16d37m57.138s,64.53 pc,[Star('HD 220197')],,HD 220197,[Star('HD 220197')],Flags()
654,351d28m14.8815s,,,-20d36m57.7012s,44.6 pc,[Star('HD 220689')],,HD 220689,[Star('HD 220689')],Flags()
655,351d36m51.672s,,,8d38m37.8392s,49.0 pc,[Star('HD 220773')],,HD 220773,[Star('HD 220773')],Flags()
656,351d39m14.82s,,,56d53m11.4908s,65.06 pc,[Star('HD 220842')],,HD 220842,[Star('HD 220842')],Flags()
657,352d50m05.0715s,,,-58d12m35.0324s,52.9 pc,[Star('HD 221287')],,HD 221287,[Star('HD 221287')],Flags()
658,353d02m01.086s,,,-21d48m05.1168s,95.08 pc,[Star('HD 221416')],,HD 221416,[Star('HD 221416')],Flags()
659,353d19m53.682s,,,-77d23m07.1958s,31.17 pc,[Star('HD 221420')],,HD 221420,[Star('HD 221420')],Flags()
660,353d13m30.6975s,,,63d09m19.7353s,55.55 pc,[Star('HD 221585')],,HD 221585,[Star('HD 221585')],Flags()
661,354d31m59.1645s,,,-70d05m48s,83.5 pc,[Star('HD 222076')],,HD 222076,[Star('HD 222076')],Flags()
662,354d30m04.608s,,,48d59m47.4864s,49.1 pc,[Star('HD 222155')],,HD 222155,[Star('HD 222155')],Flags()
663,355d27m45s,,,-5d59m08s,42.0 pc,[Binary('HD 222582')],,HD 222582,[Binary('HD 222582')],Flags()
664,359d42m56.451s,,,-61d24m48s,77.76 pc,[Star('HD 224538')],,HD 224538,[Star('HD 224538')],Flags()
665,359d58m27.474s,,,-22d25m41.2159s,94.0 pc,[Star('HD 224693')],,HD 224693,[Star('HD 224693')],Flags()
666,55d12m22.8675s,,,31d49m34.6488s,31.79 pc,[Star('HD 22781')],,HD 22781,[Star('HD 22781')],Flags()
667,54d55m46.44s,,,-52d54m57.0161s,34.8 pc,[Star('HD 23079')],,HD 23079,[Star('HD 23079')],Flags()
668,54d50m54.5685s,,,-60d04m40.2386s,89.1 pc,[Star('HD 23127')],,HD 23127,[Star('HD 23127')],Flags()
669,293d01m02.415s,,,16d28m27.4411s,108.4 pc,[Star('HD 231701')],,HD 231701,[Star('HD 231701')],Flags()
670,137d27m12.3075s,,,53d34m05.6315s,868.7 pc,[Star('HD 233604')],,HD 233604,[Star('HD 233604')],Flags()
671,171d31m22.263s,,,50d22m32.791s,58.84 pc,[Star('HD 233832')],,HD 233832,[Star('HD 233832')],Flags()
672,55d27m35.9865s,,,-62d46m01.4795s,39.08 pc,[Star('HD 23472')],,HD 23472,[Star('HD 23472')],Flags()
673,57d00m05.6145s,,,40d31m50.3005s,52.0 pc,[Star('HD 23596')],,HD 23596,[Star('HD 23596')],Flags()
674,279d35m03.2745s,,,59d15m13.8951s,527.24 pc,[Star('HD 238914')],,HD 238914,[Star('HD 238914')],Flags()
675,347d37m18.4545s,,,57d01m46.0277s,143.0 pc,[Star('HD 240210')],,HD 240210,[Star('HD 240210')],Flags()
676,348d55m33.3541s,,,58d02m35.6654s,958.1 pc,[Star('HD 240237')],,HD 240237,[Star('HD 240237')],Flags()
677,57d35m44.5155s,,,17d28m34.9253s,45.85 pc,[Star('HD 24040')],,HD 24040,[Star('HD 24040')],Flags()
678,59d09m04.4475s,,,74d04m48.1238s,264.4 pc,[Star('HD 24064')],,HD 24064,[Star('HD 24064')],Flags()
679,56d15m23.2605s,,,-70d01m26.7604s,54.99 pc,[Star('HD 24085')],,HD 24085,[Star('HD 24085')],Flags()
680,59d25m58.8045s,,,-20d16m04.0531s,37.47 pc,[Star('HD 25015')],,HD 25015,[Star('HD 25015')],Flags()
681,58d57m21.603s,,,-65d11m12.0291s,55.0 pc,[Star('HD 25171')],,HD 25171,[Star('HD 25171')],Flags()
682,7d19m01.6423s,,,-5d54m37.7582s,53.71 pc,[Binary('WDS J00293-0555')],,HD 2638,[Binary('WDS J00293-0555')],Flags()
683,7d19m44.2905s,,,-76d18m14.6232s,197.98 pc,[Star('HD 2685')],,HD 2685,[Star('HD 2685')],Flags()
684,63d49m04.7944s,,,-7d39m10.3404s,4.98 pc,[Binary('40 Eri')],,HD 26965,[Binary('40 Eri')],Flags()
685,64d07m15s,,,-59d18m07s,18.1 pc,[Binary('HD 27442')],,HD 27442,[Binary('HD 27442')],Flags()
686,64d56m22.0395s,,,-41d57m36.9515s,45.5 pc,[Star('HD 27631')],,HD 27631,[Star('HD 27631')],Flags()
687,65d11m45.696s,,,-59d24m39.0231s,43.88 pc,[Star('HD 27894')],,HD 27894,[Star('HD 27894')],Flags()
688,66d36m34.8405s,,,-10d33m02.9454s,39.4 pc,[Star('HD 28185')],,HD 28185,[Star('HD 28185')],Flags()
689,66d12m40.5765s,,,-50d37m19.8834s,56.2 pc,[Star('HD 28254')],,HD 28254,[Star('HD 28254')],Flags()
690,61d45m18.3855s,,,15d20m06.1084s,44.7 pc,[Star('HD 285507')],,HD 285507,[Star('HD 285507')],Flags()
691,67d51m21.8115s,,,4d34m31.0605s,227.0 pc,[Star('HD 28678')],,HD 28678,[Star('HD 28678')],Flags()
692,69d28m03.3195s,,,60d40m34.3179s,30.6 pc,[Star('HD 29021')],,HD 29021,[Star('HD 29021')],Flags()
693,80d50m23.457s,,,-2d16m39.4337s,54.9 pc,[Star('HD 290327')],,HD 290327,[Star('HD 290327')],Flags()
694,8d17m35.9175s,,,54d53m41.9464s,115.0 pc,[Star('HD 2952')],,HD 2952,[Star('HD 2952')],Flags()
695,70d28m35.6085s,,,-58d01m14.7246s,55.68 pc,[Star('HD 30177')],,HD 30177,[Star('HD 30177')],Flags()
696,72d09m05.775s,,,-5d40m26.5542s,26.5 pc,[Star('HD 30562')],,HD 30562,[Star('HD 30562')],Flags()
697,72d07m07.2841s,,,-28d25m09.4699s,57.1 pc,[Star('HD 30669')],,HD 30669,[Star('HD 30669')],Flags()
698,72d34m27.9225s,,,-24d21m36s,118.0 pc,[Star('HD 30856')],,HD 30856,[Star('HD 30856')],Flags()
699,73d40m54.799s,,,12d21m07.9133s,50.3 pc,[Star('HD 31253')],,HD 31253,[Star('HD 31253')],Flags()
700,73d54m35.7405s,,,-23d14m30.7589s,38.6 pc,[Star('HD 31527')],,HD 31527,[Star('HD 31527')],Flags()
701,8d44m22.8645s,,,4d22m53.2835s,47.36 pc,[Star('HD 3167')],,HD 3167,[Star('HD 3167')],Flags()
702,77d24m10.7856s,,,69d38m21.851s,120.6 pc,[Star('HD 32518')],,HD 32518,[Star('HD 32518')],Flags()
703,76d58m56.4576s,,,26d19m40.6623s,36.39 pc,[Star('HD 32963')],,HD 32963,[Star('HD 32963')],Flags()
704,237d24m25.407s,,,-49d57m48.677s,50.2 pc,[Star('HD 330075')],,HD 330075,[Star('HD 330075')],Flags()
705,76d53m53.121s,,,-13d59m11.3362s,116.0 pc,[Star('HD 33142')],,HD 33142,[Star('HD 33142')],Flags()
706,306d44m28.7685s,,,33d44m40.0246s,80.85 pc,[Star('HD 332231')],,HD 332231,[Star('HD 332231')],Flags()
707,77d00m15.183s,,,-26d47m50.894s,86.0 pc,[Star('HD 33283')],,HD 33283,[Star('HD 33283')],Flags()
708,80d38m22.935s,,,79d13m52.1426s,20.98 pc,[Star('HD 33564')],,HD 33564,[Star('HD 33564')],Flags()
709,78d09m01.5145s,,,-14d57m04.0084s,100.9 pc,[Star('HD 33844')],,HD 33844,[Star('HD 33844')],Flags()
710,79d25m14.706s,,,7d21m12.0547s,45.37 pc,[Star('HD 34445')],,HD 34445,[Star('HD 34445')],Flags()
711,82d53m20.238s,,,64d19m07.59s,70.9 pc,[Star('HD 35759')],,HD 35759,[Star('HD 35759')],Flags()
712,9d50m27.0825s,,,21d15m01.716s,11.0 pc,[Star('HD 3651')],,HD 3651,[Star('HD 3651')],Flags()
713,84d15m37.299s,,,20d43m50.8346s,33.0 pc,[Star('HD 37124')],,HD 37124,[Star('HD 37124')],Flags()
714,85d00m25.923s,,,6d03m38.0743s,46.34 pc,[Star('HD 37605')],,HD 37605,[Star('HD 37605')],Flags()
715,84d15m30.252s,,,-73d41m57.6448s,37.7 pc,[Star('HD 38283')],,HD 38283,[Star('HD 38283')],Flags()
716,86d38m30s,,,1d10m05s,39.28 pc,[Binary('HD 38529')],,HD 38529,[Binary('HD 38529')],Flags()
717,86d59m47.634s,,,-8d19m39.7194s,91.68 pc,[Star('HD 38801')],,HD 38801,[Star('HD 38801')],Flags()
718,87d08m44.1015s,,,-4d05m40.7195s,15.2 pc,[Star('HD 38858')],,HD 38858,[Star('HD 38858')],Flags()
719,84d17m28.2768s,,,-80d28m08.8313s,18.27 pc,[Star('HD 39091')],,HD 39091,[Star('HD 39091')],Flags()
720,86d07m58.7745s,,,-70d08m36.8567s,25.9 pc,[Star('HD 39194')],,HD 39194,[Star('HD 39194')],Flags()
721,88d19m44.928s,,,22d04m19.7474s,105.2 pc,[Star('HD 39392')],,HD 39392,[Star('HD 39392')],Flags()
722,88d37m32.334s,,,-19d42m15.6307s,23.28 pc,[Star('HD 39855')],,HD 39855,[Star('HD 39855')],Flags()
723,88d31m03.5987s,,,-60d01m24.4977s,12.995 pc,[Star('HD 40307')],,HD 40307,[Star('HD 40307')],Flags()
724,91d39m47.316s,,,63d27m13.8161s,116.99 pc,[Star('HD 40956')],,HD 40956,[Star('HD 40956')],Flags()
725,91d07m15s,,,44d15m37s,33.3 pc,[Binary('HD 40979')],,HD 40979,[Binary('HD 40979')],Flags()
726,89d57m30s,,,-48d14m23s,43.03 pc,[Binary('HD 41004')],,HD 41004,[Binary('HD 41004')],Flags()
727,10d48m08.937s,,,-37d58m57.473s,41.7 pc,[Binary('HD 4113')],,HD 4113,[Binary('HD 4113')],Flags()
728,90d08m11.7225s,,,-56d09m42.5971s,52.38 pc,[Star('HD 41248')],,HD 41248,[Star('HD 41248')],Flags()
729,92d29m07.02s,,,34d08m07.0703s,37.1 pc,[Star('HD 42012')],,HD 42012,[Star('HD 42012')],Flags()
730,11d10m18.003s,,,20d26m56.1379s,78.92 pc,[Star('HD 4203')],,HD 4203,[Star('HD 4203')],Flags()
731,11d06m39.7605s,,,-26d30m56.4581s,33.9 pc,[Star('HD 4208')],,HD 4208,[Star('HD 4208')],Flags()
732,93d00m08.5035s,,,6d46m59.0573s,24.36 pc,[Star('HD 42618')],,HD 42618,[Star('HD 42618')],Flags()
733,11d09m49.0125s,,,-65d38m58.2824s,21.9 pc,[Star('HD 4308')],,HD 4308,[Star('HD 4308')],Flags()
734,11d25m05.3625s,,,7d50m42.0722s,137.0 pc,[Star('HD 4313')],,HD 4313,[Star('HD 4313')],Flags()
735,93d23m54.924s,,,-29d53m50.1517s,54.9 pc,[Star('HD 43197')],,HD 43197,[Star('HD 43197')],Flags()
736,94d53m40.137s,,,41d05m32.3053s,93.2 pc,[Star('HD 43691')],,HD 43691,[Star('HD 43691')],Flags()
737,95d03m34.848s,,,-10d43m30.0309s,50.43 pc,[Star('HD 44219')],,HD 44219,[Star('HD 44219')],Flags()
738,96d10m58.1955s,,,-28d46m48.4162s,21.88 pc,[Star('HD 45184')],,HD 45184,[Star('HD 45184')],Flags()
739,97d11m25.6665s,,,38d57m46.6628s,49.0 pc,[Star('HD 45350')],,HD 45350,[Star('HD 45350')],Flags()
740,96d24m37.116s,,,-31d28m51.4284s,32.6 pc,[Star('HD 45364')],,HD 45364,[Star('HD 45364')],Flags()
741,97d18m17.877s,,,10d56m02.006s,36.0 pc,[Star('HD 45652')],,HD 45652,[Star('HD 45652')],Flags()
742,98d18m00s,,,5d27m46s,33.4 pc,[Binary('HD 46375')],,HD 46375,[Binary('HD 46375')],Flags()
743,99d02m11.8185s,,,-27d37m20.2668s,37.84 pc,[Star('HD 47186')],,HD 47186,[Star('HD 47186')],Flags()
744,12d18m29.256s,,,-24d08m11.9929s,56.5 pc,[Star('HD 4732')],,HD 4732,[Star('HD 4732')],Flags()
745,99d25m11.9085s,,,-12d59m06.4248s,84.56 pc,[Star('HD 47366')],,HD 47366,[Star('HD 47366')],Flags()
746,99d26m54.2745s,,,-32d20m23.0335s,121.36 pc,[Star('HD 47536')],,HD 47536,[Star('HD 47536')],Flags()
747,12d25m00s,,,6d24m26s,969.5 pc,[Star('HD 4760')],,HD 4760,[Star('HD 4760')],Flags()
748,100d00m25.9065s,,,-48d32m31.043s,87.4 pc,[Star('HD 48265')],,HD 48265,[Star('HD 48265')],Flags()
749,12d46m34.1625s,,,-12d55m39.3704s,205.45 pc,[Star('HD 4917')],,HD 4917,[Star('HD 4917')],Flags()
750,102d52m37.7445s,,,40d52m03.9255s,40.7 pc,[Star('HD 49674')],,HD 49674,[Star('HD 49674')],Flags()
751,103d00m30.3645s,,,-33d54m56.0163s,46.35 pc,[Star('HD 50499')],,HD 50499,[Star('HD 50499')],Flags()
752,103d40m42.393s,,,24d14m44.0089s,31.03 pc,[Star('HD 50554')],,HD 50554,[Star('HD 50554')],Flags()
753,103d42m50.1165s,,,-55d15m33.5811s,34.8 pc,[Star('HD 51608')],,HD 51608,[Star('HD 51608')],Flags()
754,105d04m30.5355s,,,-5d22m01.7784s,28.1 pc,[Star('HD 52265')],,HD 52265,[Star('HD 52265')],Flags()
755,13d45m20.997s,,,0d47m22.4012s,114.0 pc,[Star('HD 5319')],,HD 5319,[Star('HD 5319')],Flags()
756,108d03m44.5515s,,,-38d10m28.3441s,78.15 pc,[Star('HD 55696')],,HD 55696,[Star('HD 55696')],Flags()
757,14d29m10.731s,,,34d59m07.8994s,222.0 pc,[Star('HD 5583')],,HD 5583,[Star('HD 5583')],Flags()
758,14d33m33.2839s,,,33d57m03.1843s,56.4 pc,[Star('HD 5608')],,HD 5608,[Star('HD 5608')],Flags()
759,2d28m12.3184s,,,-50d16m04.1606s,53.6 pc,[Star('HD 564')],,HD 564,[Star('HD 564')],Flags()
760,15d08m17.886s,,,20d17m32.9518s,251.0 pc,[Star('HD 5891')],,HD 5891,[Star('HD 5891')],Flags()
761,112d57m05.9403s,,,17d05m09.7702s,96.9 pc,[Binary('HD 59686')],,HD 59686,[Binary('HD 59686')],Flags()
762,114d37m12.393s,,,66d14m06.5996s,318.5 pc,[Star('HD 60292')],,HD 60292,[Star('HD 60292')],Flags()
763,113d30m47.703s,,,-22d17m45.8383s,25.7 pc,[Star('HD 60532')],,HD 60532,[Star('HD 60532')],Flags()
764,116d19m30s,,,28d01m34s,10.34 pc,[Star('HD 62509')],,HD 62509,[Star('HD 62509')],Flags()
765,117d28m45.906s,,,27d21m47.4585s,22.42 pc,[Star('HD 63433')],,HD 63433,[Star('HD 63433')],Flags()
766,114d50m27.804s,,,-78d16m44.3079s,35.8 pc,[Star('HD 63454')],,HD 63454,[Star('HD 63454')],Flags()
767,116d57m25.803s,,,-54d15m50.9193s,32.6 pc,[Star('HD 63765')],,HD 63765,[Star('HD 63765')],Flags()
768,117d58m58.2975s,,,-11d01m58.7106s,31.55 pc,[Star('HD 64114')],,HD 64114,[Star('HD 64114')],Flags()
769,16d10m02.2615s,,,-39d29m17.5822s,41.4 pc,[Star('HD 6434')],,HD 6434,[Star('HD 6434')],Flags()
770,118d25m19.7895s,,,-63d38m50.3532s,34.3 pc,[Star('HD 65216')],,HD 65216,[Star('HD 65216')],Flags()
771,120d33m59.0475s,,,2d20m04.4521s,80.9 pc,[Star('HD 66141')],,HD 66141,[Star('HD 66141')],Flags()
772,120d52m10.008s,,,-1d09m45.7592s,53.4 pc,[Star('HD 66428')],,HD 66428,[Star('HD 66428')],Flags()
773,121d54m56.3186s,,,31d33m04.7381s,88.8 pc,[Star('HD 67087')],,HD 67087,[Star('HD 67087')],Flags()
774,16d57m09.9435s,,,-8d14m01.3306s,55.9 pc,[Star('HD 6718')],,HD 6718,[Star('HD 6718')],Flags()
775,121d20m55.368s,,,-74d35m22s,78.0 pc,[Star('HD 68402')],,HD 68402,[Star('HD 68402')],Flags()
776,124d35m32.5905s,,,61d27m38.5973s,58.0 pc,[Star('HD 68988')],,HD 68988,[Star('HD 68988')],Flags()
777,124d35m59.2035s,,,-12d37m55.8102s,12.6 pc,[Star('HD 69830')],,HD 69830,[Star('HD 69830')],Flags()
778,125d42m29.292s,,,1d51m33.5542s,45.7 pc,[Star('HD 70573')],,HD 70573,[Star('HD 70573')],Flags()
779,125d22m02.0565s,,,-39d42m19.48s,28.8 pc,[Star('HD 70642')],,HD 70642,[Star('HD 70642')],Flags()
780,17d41m48.3195s,,,-66d11m17.39s,36.0 pc,[Star('HD 7199')],,HD 7199,[Star('HD 7199')],Flags()
781,128d24m09.78s,,,13d33m02.8405s,126.79 pc,[Star('HD 72490')],,HD 72490,[Star('HD 72490')],Flags()
782,128d30m47.853s,,,-1d34m05.5793s,51.84 pc,[Star('HD 72659')],,HD 72659,[Star('HD 72659')],Flags()
783,128d43m08.922s,,,-14d27m24.1107s,72.78 pc,[Star('HD 72892')],,HD 72892,[Star('HD 72892')],Flags()
784,129d05m45.2445s,,,-30d02m15.4418s,36.5 pc,[Star('HD 73256')],,HD 73256,[Star('HD 73256')],Flags()
785,129d04m26.6275s,,,-34d27m35.9219s,54.2 pc,[Star('HD 73267')],,HD 73267,[Star('HD 73267')],Flags()
786,129d19m07.251s,,,-41d19m08.7873s,99.0 pc,[Star('HD 73526')],,HD 73526,[Star('HD 73526')],Flags()
787,129d48m57.048s,,,12d57m37.3484s,85.8 pc,[Star('HD 73534')],,HD 73534,[Star('HD 73534')],Flags()
788,130d36m16.8324s,,,4d34m41.1473s,64.4 pc,[Star('HD 74156')],,HD 74156,[Star('HD 74156')],Flags()
789,18d37m19.8297s,,,-5d02m50.5942s,38.9 pc,[Binary('HD 7449')],,HD 7449,[Binary('HD 7449')],Flags()
790,131d55m00s,,,-41d44m12s,28.94 pc,[Binary('HD 75289')],,HD 75289,[Binary('HD 75289')],Flags()
791,133d05m59.124s,,,13d14m00.3704s,85.64 pc,[Star('HD 75784')],,HD 75784,[Star('HD 75784')],Flags()
792,133d27m42.078s,,,33d03m24.523s,80.58 pc,[Star('HD 75898')],,HD 75898,[Star('HD 75898')],Flags()
793,133d28m52.737s,,,-66d48m03.5742s,59.7 pc,[Star('HD 76700')],,HD 76700,[Star('HD 76700')],Flags()
794,133d49m12.2565s,,,-67d15m55.6996s,184.8 pc,[Star('HD 76920')],,HD 76920,[Star('HD 76920')],Flags()
795,135d18m07.4055s,,,-25d31m37.4333s,40.75 pc,[Star('HD 77338')],,HD 77338,[Star('HD 77338')],Flags()
796,20d29m46.7236s,,,76d42m37.0335s,16.82 pc,[Star('HD 7924')],,HD 7924,[Star('HD 7924')],Flags()
797,138d47m21.0345s,,,23d22m31.977s,49.0 pc,[Star('HD 79498')],,HD 79498,[Star('HD 79498')],Flags()
798,140d39m15s,,,50d36m13s,58.4 pc,[Binary('HD 80606')],,HD 80606,[Binary('HD 80606')],Flags()
799,140d20m21.2385s,,,14d22m04.546s,109.86 pc,[Star('HD 80653')],,HD 80653,[Star('HD 80653')],Flags()
800,140d56m46.3095s,,,20d21m52.0281s,32.56 pc,[Star('HD 81040')],,HD 81040,[Star('HD 81040')],Flags()
801,142d09m59.826s,,,45d36m05.3344s,85.8 pc,[Star('HD 81688')],,HD 81688,[Star('HD 81688')],Flags()
802,144d16m19.3155s,,,81d19m34.9711s,268.97 pc,[Star('HD 81817')],,HD 81817,[Star('HD 81817')],Flags()
803,143d56m17.7405s,,,34d46m50.6728s,125.0 pc,[Star('HD 82886')],,HD 82886,[Star('HD 82886')],Flags()
804,143d42m41.028s,,,-12d07m46.3633s,27.46 pc,[Star('HD 82943')],,HD 82943,[Star('HD 82943')],Flags()
805,20d31m54.2055s,,,-26d53m35.1581s,30.71 pc,[Star('HD 8326')],,HD 8326,[Star('HD 8326')],Flags()
806,144d17m57.414s,,,-43d16m19.9326s,43.54 pc,[Star('HD 83443')],,HD 83443,[Star('HD 83443')],Flags()
807,20d54m18.54s,,,-41d16m11.28s,52.5 pc,[Star('HD 8535')],,HD 8535,[Star('HD 8535')],Flags()
808,147d30m37.4535s,,,-49d47m24.9576s,33.96 pc,[Star('HD 85390')],,HD 85390,[Star('HD 85390')],Flags()
809,147d46m45.78s,,,-43d30m10.0219s,11.15 pc,[Star('HD 85512')],,HD 85512,[Star('HD 85512')],Flags()
810,21d18m07.7325s,,,28d34m00.1015s,44.2 pc,[Star('HD 8574')],,HD 8574,[Star('HD 8574')],Flags()
811,149d01m28.7775s,,,-3d48m30.3233s,91.0 pc,[Star('HD 86081')],,HD 86081,[Star('HD 86081')],Flags()
812,149d07m27.6615s,,,-24d05m57.7957s,45.57 pc,[Star('HD 86226')],,HD 86226,[Star('HD 86226')],Flags()
813,149d14m27.579s,,,-15d53m42.4229s,72.6 pc,[Star('HD 86264')],,HD 86264,[Star('HD 86264')],Flags()
814,21d32m00s,,,34d34m46s,36.1 pc,[Binary('HD 8673')],,HD 8673,[Binary('HD 8673')],Flags()
815,150d24m24.1335s,,,-17d19m58.8869s,169.0 pc,[Star('HD 86950')],,HD 86950,[Star('HD 86950')],Flags()
816,151d40m11.706s,,,17d53m42.3458s,135.17 pc,[Star('HD 87646')],,HD 87646,[Star('HD 87646')],Flags()
817,152d10m47.1135s,,,34d14m32.1487s,18.1 pc,[Star('HD 87883')],,HD 87883,[Star('HD 87883')],Flags()
818,152d31m55.146s,,,18d11m12.7321s,74.5 pc,[Star('HD 88133')],,HD 88133,[Star('HD 88133')],Flags()
819,154d35m19.311s,,,12d37m15.9919s,30.9 pc,[Star('HD 89307')],,HD 89307,[Star('HD 89307')],Flags()
820,154d40m15.867s,,,10d07m44.5049s,132.8 pc,[Star('HD 89345')],,HD 89345,[Star('HD 89345')],Flags()
821,155d32m30s,,,41d13m46s,40.0 pc,[Binary('HD 89744')],,HD 89744,[Binary('HD 89744')],Flags()
822,155d58m49.1085s,,,-29d38m43.9066s,39.6 pc,[Star('HD 90156')],,HD 90156,[Star('HD 90156')],Flags()
823,22d30m15.0345s,,,-19d36m16.207s,78.93 pc,[Star('HD 9174')],,HD 9174,[Star('HD 9174')],Flags()
824,160d42m07.92s,,,-2d11m01.522s,34.69 pc,[Star('HD 92788')],,HD 92788,[Star('HD 92788')],Flags()
825,160d54m04.158s,,,-39d03m30.5483s,43.59 pc,[Star('HD 92987')],,HD 92987,[Star('HD 92987')],Flags()
826,161d05m13.7265s,,,-33d34m37.2862s,28.9 pc,[Star('HD 93083')],,HD 93083,[Star('HD 93083')],Flags()
827,161d33m46.74s,,,-41d27m51.7261s,42.2 pc,[Star('HD 93385')],,HD 93385,[Star('HD 93385')],Flags()
828,23d20m02.772s,,,29d15m54.5389s,53.0 pc,[Star('HD 9446')],,HD 9446,[Star('HD 9446')],Flags()
829,164d18m46.713s,,,24d08m34.0151s,98.43 pc,[Star('HD 94834')],,HD 94834,[Star('HD 94834')],Flags()
830,164d15m45.3225s,,,-68d40m02.4468s,83.8 pc,[Star('HD 95086')],,HD 95086,[Star('HD 95086')],Flags()
831,164d41m56.0443s,,,1d43m45.1758s,139.0 pc,[Star('HD 95089')],,HD 95089,[Star('HD 95089')],Flags()
832,164d53m46.3s,,,43d48m52.0823s,327.0 pc,[Star('HD 95127')],,HD 95127,[Star('HD 95127')],Flags()
833,164d51m34.5555s,,,-56d37m22.9472s,36.97 pc,[Star('HD 95338')],,HD 95338,[Star('HD 95338')],Flags()
834,23d19m17.169s,,,-38d14m42.0594s,57.24 pc,[Star('HD 9578')],,HD 9578,[Star('HD 9578')],Flags()
835,165d52m01.356s,,,-22d05m38.3449s,72.4 pc,[Star('HD 95872')],,HD 95872,[Star('HD 95872')],Flags()
836,166d11m06.819s,,,-2d30m47.5855s,158.0 pc,[Star('HD 96063')],,HD 96063,[Star('HD 96063')],Flags()
837,166d26m29.2237s,,,44d18m05.6092s,483.0 pc,[Star('HD 96127')],,HD 96127,[Star('HD 96127')],Flags()
838,166d18m46.0305s,,,-10d17m28.6946s,84.0 pc,[Star('HD 96167')],,HD 96167,[Star('HD 96167')],Flags()
839,166d58m36.4035s,,,-30d10m28.4451s,25.6 pc,[Star('HD 96700')],,HD 96700,[Star('HD 96700')],Flags()
840,167d35m45s,,,43d55m08s,401.6 pc,[Star('HD 96992')],,HD 96992,[Star('HD 96992')],Flags()
841,167d00m49.6575s,,,-77d39m17.4911s,185.0 pc,[Star('HD 97048')],,HD 97048,[Star('HD 97048')],Flags()
842,168d38m17.4195s,,,25d42m37.3919s,21.11 pc,[Star('HD 97658')],,HD 97658,[Star('HD 97658')],Flags()
843,169d26m53.2965s,,,-23d58m31.4951s,134.0 pc,[Star('HD 98219')],,HD 98219,[Star('HD 98219')],Flags()
844,3d32m33.795s,,,-7d11m56.8142s,47.1 pc,[Star('HD 984')],,HD 984,[Star('HD 984')],Flags()
845,170d12m56.5305s,,,-23d13m02.425s,40.3 pc,[Star('HD 98649')],,HD 98649,[Star('HD 98649')],Flags()
846,170d27m20.136s,,,18d11m24.023s,32.48 pc,[Star('HD 98736')],,HD 98736,[Star('HD 98736')],Flags()
847,171d04m20.379s,,,-1d31m44.6634s,60.5 pc,[Star('HD 99109')],,HD 99109,[Star('HD 99109')],Flags()
848,172d07m33.204s,,,43d57m59.6853s,148.6 pc,[Star('HD 99706')],,HD 99706,[Star('HD 99706')],Flags()
849,321d35m43.116s,,,-37d49m45.9539s,78.8 pc,[Star('HIP 105854')],,HIP 105854,[Star('HIP 105854')],Flags()
850,327d29m56.787s,,,-41d14m42.1412s,23.66 pc,[Star('HIP 107772')],,HIP 107772,[Star('HIP 107772')],Flags()
851,327d30m01.8844s,,,-64d42m45.1275s,104.0 pc,[Star('HIP 107773')],,HIP 107773,[Star('HIP 107773')],Flags()
852,332d24m20.994s,,,71d18m51.5946s,58.45 pc,[Star('HIP 109384')],,HIP 109384,[Star('HIP 109384')],Flags()
853,333d01m33.783s,,,29d03m56.9206s,66.7 pc,[Star('HIP 109600')],,HIP 109600,[Star('HIP 109600')],Flags()
854,353d57m19.275s,,,0d26m43.8427s,55.2 pc,[Star('HIP 116454')],,HIP 116454,[Star('HIP 116454')],Flags()
855,38d27m15.3742s,,,-19d36m42.5032s,57.3 pc,[Star('HIP 11915')],,HIP 11915,[Star('HIP 11915')],Flags()
856,38d32m45.7275s,,,-12d23m03.4454s,111.0 pc,[Star('HIP 11952')],,HIP 11952,[Star('HIP 11952')],Flags()
857,41d40m43.299s,,,-23d05m11.8024s,23.0 pc,[Star('HIP 12961')],,HIP 12961,[Star('HIP 12961')],Flags()
858,41d54m21.6465s,,,-36d06m27.0322s,701.0 pc,[Star('HIP 13044')],,HIP 13044,[Star('HIP 13044')],Flags()
859,47d48m33.453s,,,21d05m50.4926s,50.55 pc,[Star('HIP 14810')],,HIP 14810,[Star('HIP 14810')],Flags()
860,109d02m40.125s,,,-3d39m57.2724s,33.19 pc,[Star('HIP 35173')],,HIP 35173,[Star('HIP 35173')],Flags()
861,118d32m43.2405s,,,-25d18m11.4205s,17.8 pc,[Star('HIP 38594')],,HIP 38594,[Star('HIP 38594')],Flags()
862,126d36m57.7365s,,,10d04m49.334s,116.0 pc,[Star('HIP 41378')],,HIP 41378,[Star('HIP 41378')],Flags()
863,15d35m17.0145s,,,-10d25m25.8942s,21.11 pc,[Star('HIP 4845')],,HIP 4845,[Star('HIP 4845')],Flags()
