,name,flags,system,radius,orbital_inclination,seperation,age,transit_time,longitude,ascending_node,discovery_method,discovery_year,description ,alt_names,list,type,mass,semi_major_axis,orbital_period,periastron,periastron_time,eccentricity,distance,temp,right_ascension,declination,parent_obj,star
41,70 Vir b,Flags(),System('70 Vir'),,,,,,,,RV,1996,The star 70 Virginis is located in the constellation Virgo and starting to evolve into the subgiant phase. It has a dust disc at 3.4 AU.,"['BD+14 2621 b', 'Gliese 9446 b', 'HD 117176 b', 'HIP 65721 b', '2MASS J1328282584+1346447 b', 'PPM 129843 b', 'TYC 898-1042-1 b', 'Gaia DR2 3740176925743650688 b', 'GJ 9446 b', 'GJ 512.1 b', '70 Vir b']",['Confirmed planets'],<bound method Planet.type of Planet('70 Vir b')>,7.4 M_j,0.481 au,,,2447239.7091,0.399,18.1 pc,479.1 K,202d06m27.1291s,13d46m43.6386s,Star('70 Vir'),Star('70 Vir')
42,75 Cet b,Flags(lculated Temperature'),System('75 Cet'),,,,,,,,RV,2012,Discovered with precise Doppler measurements at Okayama Astrophysical Observatory.,"['Gaia DR2 2500064286492779264 b', 'TYC 4698-1302-1 b', 'HIP 11791 b', 'HD 15779 b', '75 Cet b']",['Confirmed planets'],<bound method Planet.type of Planet('75 Cet b')>,3.0 M_j,2.1 au,691.9 d,165.0 deg,2452213,0.117,81.4 pc,557.9184004306214 K,38d02m21.33s,-1d02m05.6236s,Star('75 Cet'),Star('75 Cet')
43,7 CMa b,Flags(lculated Temperature'),System('7 CMa'),,90.0 deg,,,,,,RV,2011,This planet was discovered by Wittenmyer et al. 2011. This was a ground based discovery. The parameters listed here are those reported by Luque et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,"['HD 47205 b', 'HIP 31592 b', 'GJ 239.1 b', 'Gaia DR2 2939555954747554176 b', 'TYC 5956-2621-1 b', 'GJ 9214 b', '7 CMa b']",['Confirmed planets'],<bound method Planet.type of Planet('7 CMa b')>,1.85 M_j,1.758 au,735.1 d,165.3 deg,,0.06,19.75 pc,413.5658174608682 K,99d10m15.5625s,-19d15m21.1659s,Star('7 CMa'),Star('7 CMa')
44,7 CMa c,Flags(lculated Temperature'),System('7 CMa'),,90.0 deg,,,,,,RV,2019,This planet was discovered by Luque et al. 2019. This was a ground based discovery. The parameters listed here are those reported by Luque et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,"['HD 47205 c', 'HIP 31592 c', 'GJ 239.1 c', 'Gaia DR2 2939555954747554176 c', 'TYC 5956-2621-1 c', 'GJ 9214 c', '7 CMa c']",['Confirmed planets'],<bound method Planet.type of Planet('7 CMa c')>,0.87 M_j,2.153 au,996.0 d,233.5 deg,,0.08,19.75 pc,373.70770852264667 K,99d10m15.5625s,-19d15m21.1659s,Star('7 CMa'),Star('7 CMa')
45,81 Cet b,Flags(lculated Temperature'),System('81 Cet'),,,,,,,,RV,2008,The star 81 Ceti is a G-type giant in the constellation of Cetus.,"['81 Ceti b', 'HD 16400 b', 'Gaia DR2 2495420602212048640 b', 'TYC 4701-1094-1 b', 'HIP 12247 b', '81 Cet b']",['Confirmed planets'],<bound method Planet.type of Planet('81 Cet b')>,5.3 M_j,2.5 au,952.7 d,175.0 deg,2452486,0.206,92.5 pc,517.3257839942437 K,39d25m42.0157s,-3d23m46.2201s,Star('81 Cet'),Star('81 Cet')
46,83 Leonis B b,Flags(lculated Temperature'),System('83 Leonis'),,,,,2457367.776 JD,,,RV,2004,The first planet around the star 83 Leonis B (HD 99492) was discovered in 2004. A second planet was announced 6 years later but was subsequently shown to be an artifact of the stellar activity cycle.,"['83 Leo B b', 'HD 99492 b', 'Gliese 429 B b', 'GJ 429 B b', '83 Leonis B b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('83 Leonis B b')>,0.079 M_j,0.123 au,17.054 d,240.7 deg,,0.07,17.79 pc,639.0808979134596 K,,,Star('83 Leonis B'),Star('83 Leonis B')
47,83 Leonis B c,Flags(lculated Temperature'),System('83 Leonis'),,,,,,,,RV,2010,"HD 99492 c was announced in 2010. Subsequent observations showed that the radial velocity variations attributed to this planet correlated with the stellar activity cycle, indicating that the planet is an artifact of the activity.","['83 Leo B c', 'HD 99492 c', 'Gliese 429 B c', 'GJ 429 B c', '83 Leonis B c']","['Retracted planet candidate', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('83 Leonis B c')>,0.36 M_j,5.4 au,4970.0 d,38.0 deg,2449636,0.1,17.79 pc,96.45206108388427 K,,,Star('83 Leonis B'),Star('83 Leonis B')
48,8 Ursae Minoris b,Flags(lculated Temperature'),System('8 Ursae Minoris'),,,,,,,,RV,2015,This planet was detected by the Bohyunsan Optical Astronomy Observatory (BOAO) which searches for exoplanets at northern circumpolar stars.,"['HD 133086 b', 'HIP 73136 b', 'TYC 4417-267-1 b', 'BD+75 547 b', 'PPM 8785 b', 'WDS J14568+7454A b', '2MASS J14564834+7454032 b', 'Gaia DR2 1700658653802527104 b', 'Baekdu b', '8 Ursae Minoris b']",['Confirmed planets'],<bound method Planet.type of Planet('8 Ursae Minoris b')>,1.5 M_j,0.49 au,,,2454108.5,0.06,159.1 pc,1121.8393999405143 K,224d12m05.304s,74d54m03.3212s,Star('8 Ursae Minoris'),Star('8 Ursae Minoris')
49,91 Aquarii A b,Flags(lculated Temperature'),System('91 Aquarii'),,,,,,,,RV,2003,91 Aquarii is a triple star system in the constellation Aquarius. It is visible to the naked eye and is host to at least one extrasolar planet.,"['91 Aqr A b', 'HD 219449 A b', 'HIP 114855 A b', 'Gliese 893.2 A b', '91 Aqr b', '91 Aquarii A b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('91 Aquarii A b')>,3.2 M_j,0.7 au,181.4 d,177.3 deg,2453472.1,0.027,45.93 pc,952.1409494307471 K,,,Star('91 Aquarii A'),Star('91 Aquarii A')
50,AB Pic b,Flags(),System('AB Pic'),1.55 R_j,,260.0 au,,,,,imaging,2005,"AB Pictoris is a star in the constellation of Pictor. Because of its high mass, the companion could be a planet or a brown dwarf.","['HIP 30034 b', 'Gaia DR2 5495052596695570816 b', 'TYC 8542-384-1 b', 'HD 44627 b', 'AB Pic b']",['Confirmed planets'],<bound method Planet.type of Planet('AB Pic b')>,12.0 M_j,,,,,,45.5 pc,1750.0 K,94d48m13.6935s,-58d03m15.5248s,Star('AB Pic'),Star('AB Pic')
51,alf Ari b,Flags(lculated Temperature'),System('alf Ari'),,,,,,,,RV,2011,,"['GJ 84.3 b', 'HIP 9884 b', 'TYC 1758-2416-1 b', 'HD 12929 b', 'Hamal b', 'GJ 9072 b', 'alf Ari b']",['Confirmed planets'],<bound method Planet.type of Planet('alf Ari b')>,1.8 M_j,1.2 au,380.8 d,89.16 deg,2451213.52,0.25,20.18 pc,797.8416429292921 K,31d47m36.0855s,23d27m44.7032s,Star('alf Ari'),Star('alf Ari')
52,alf Tau b,Flags(lculated Temperature'),System('alf Tau'),,,,,,,,RV,2015,Investigations of long-period radial velocity in Aldebaran first reported over 20 years ago and further photometric investigations provide further evidence of a planetary companion to Aldebaran.,"['Aldebaran b', 'alf Tau A b', 'Alpha Tauri A b', 'α Tau A b', 'α Tauri A b', '87 Tau A b', '87 Tauri A b', 'HR 1457 b', 'HD 29139 b', 'HIP 21421 b', 'TYC 1266-1416-1 b', 'BD+16 629 b', 'PPM 120061 b', 'alf Tau b']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('alf Tau b')>,6.47 M_j,1.46 au,628.96 d,287.0 deg,2451297.0,0.1,20.43 pc,1160.39266397826 K,,,Star('alf Tau'),Star('alf Tau')
53,Alpha Centauri B b,Flags(lculated Temperature'),System('Alpha Centauri'),,,,,,,,RV,2012,"Alpha Centauri is one of the brightest stars in the southern sky (in fact, it is a triple system). The planet candidate Alpha Centauri Bb was announced as the nearest exoplanet to Earth and also the lightest exoplanet ever discovered around a Sun-like star. The candidate was detected using the HARPS instrument on the 3.6-metre telescope at ESO's La Silla Observatory in Chile. The planet's existence was challenged by Hatzes (2013) and was shown to be likely an artifact caused by the data sampling by Rajpaul et al. (2015).","['GJ 559 B b', 'HR 5460 b', 'HD 128621 b', 'HIP 71681 b', 'Albertus Alauda', 'alf Cen B b', 'Alpha Centauri B b']","['Retracted planet candidate', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Alpha Centauri B b')>,0.00356 M_j,0.04 au,,,,0.0,1.295 pc,1182.7145994811958 K,,,Star('Alpha Centauri B'),Star('Alpha Centauri B')
54,Alpha Centauri B c,"Flags(lculated Temperature', 'Calculated SMA')",System('Alpha Centauri'),0.08384 R_j,,,,2456482.195 JD,,,transit,2015,A possible transit event was detected in Hubble Space Telescope photometry of Alpha Centauri B while searching for transits of the planet candidate Alpha Centauri Bb. This may be due to the presence of a roughly Earth-sized planet in an orbit less than 20 days.,"['GJ 559 B c', 'HR 5460 c', 'HD 128621 c', 'HIP 71681 c', 'alf Cen B c', 'Alpha Centauri B c']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Alpha Centauri B c')>,,,,,,0.24,1.295 pc,628.8887820911107 K,,,Star('Alpha Centauri B'),Star('Alpha Centauri B')
55,Proxima Centauri b,Flags(),System('Alpha Centauri'),,,,,,110,,RV,2016,"Astronomers using ESO telescopes and other facilities have found clear evidence of a planet orbiting the closest star to Earth, Proxima Centauri. The long-sought world, designated Proxima b, orbits its cool red parent star every 11 days and has a temperature suitable for liquid water to exist on its surface. This rocky world is a little more massive than the Earth and is the closest exoplanet to us — and it may also be the closest possible abode for life outside the Solar System.","['α Centauri C b', 'GL 551 b', 'HIP 70890 b', 'Proxima b', 'Proxima Centauri b']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Proxima Centauri b')>,0.003691 M_j,0.04857 au,,,,0.35,1.295 pc,234.0 K,,,Star('Proxima Centauri'),Star('Proxima Centauri')
56,Proxima Centauri c,"Flags(lculated Temperature', 'Calculated SMA')",System('Alpha Centauri'),,133.0 deg,,,,,,RV,2019,"Proxima c is a Super-Earth about 7 times as heavy as Earth, orbiting at roughly 1.5 astronomical units (220,000,000 km) every 1,900 days (5.2 yr). Due to its large distance from Proxima Centauri, the exoplanet is unlikely to be habitable, with a low equilibrium temperature of around 39 K. The planet was first reported by Italian astrophysicist Mario Damasso and his colleagues in April 2019. Damasso's team had noticed minor movements of Proxima Centauri in the radial velocity data from the ESO's HARPS instrument, indicating a possible additional planet orbiting Proxima Centauri. In 2020, the planet's existence was confirmed by precovery images from Hubble c. 1995, making it the first and closest planet ever to be directly imaged. Due to the differences in how its light shines throughout its orbit, the planet is speculated to have a ring system.","['α Centauri C c', 'GL 551 c', 'HIP 70890 c', 'Proxima c', 'Proxima Centauri c']","['Confirmed planets', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Proxima Centauri c')>,0.022024 M_j,,,,,,1.295 pc,43.045186231764646 K,,,Star('Proxima Centauri'),Star('Proxima Centauri')
57,Proxima Centauri d,"Flags(lculated Temperature', 'Calculated SMA')",System('Alpha Centauri'),,,,,,,,RV,2020,"While reanalyzing data for Proxima Centauri b, a group of researchers discovered an additional radial velocity spike with repetition every 5.15 days. They estimated that if were a planetary companion, named Proxima d, it would be no more than 0.29 Earth masses.","['α Centauri C d', 'GL 551 d', 'HIP 70890 d', 'Proxima d', 'Proxima Centauri d']","['Controversial', 'Planets in binary systems, S-type']",<bound method Planet.type of Planet('Proxima Centauri d')>,0.0009125 M_j,,,,,,1.295 pc,310.2889125067279 K,,,Star('Proxima Centauri'),Star('Proxima Centauri')
58,AU Mic b,Flags(lculated Temperature'),System('AU Mic'),0.375 R_j,,,,2458330.39153 JD,,,transit,2020,This planet was discovered by Plavchan et al. 2020. The discovery was made with a space based telescope (0.1 m TESS Telescope). The parameters listed here are those reported by Plavchan et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,"['HD 197481 b', 'HIP 102409 b', 'Gaia DR2 6794047652729201024 b', 'TYC 7457-641-1 b', 'GJ 803 b', 'AU Mic b']",['Confirmed planets'],<bound method Planet.type of Planet('AU Mic b')>,0.18 M_j,0.066 au,,,,0.1,9.79 pc,642.1887022188338 K,311d17m22.9845s,-31d20m27.2417s,Star('AU Mic'),Star('AU Mic')
59,BD+02.3313 b,Flags(lculated Temperature'),System('BD+02.3313'),,,,,,,,RV,2021,The parameters listed here were imported into the Open Exoplanet Catalogue from the exoplanet.eu website.,['BD+02.3313 b'],['Confirmed planets'],<bound method Planet.type of Planet('BD+02.3313 b')>,34.1 M_j,2.47 au,1393.0 d,351.3 deg,,0.47,292.8 pc,421.8992724891998 K,261d29m00s,2d05m27s,Star('BD+02.3313'),Star('BD+02.3313')
60,BD+03 2562 b,Flags(lculated Temperature'),System('BD+03 2562'),,,,,,,,RV,2017,Data for this planet was imported from the exoplanet.eu database.,"['TYC 276-507-1 b', 'Gaia DR2 3895649725336884736 b', 'BD+03 2562 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD+03 2562 b')>,6.4 M_j,1.3 au,481.9 d,218.0 deg,,0.2,1106.9 pc,1051.7720978815596 K,177d33m53.289s,2d45m36.4417s,Star('BD+03 2562'),Star('BD+03 2562')
61,BD-08 2823 b,Flags(lculated Temperature'),System('BD-08 2823'),,,,,,,,RV,2009,The star BD-82823 is a K-type main sequence star in the constellation Sextans. It has only one fifth of our Sun's luminosity.,"['HIP 49067 b', 'TYC 5480-00020-1 b', '2MASS J10004775-0931001 b', 'Gaia DR2 3770419611540574080 b', 'TYC 5480-20-1 b', 'BD-08 2823 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD-08 2823 b')>,0.045 M_j,0.056 au,5.6 d,30.0 deg,2454637.7,0.15,42.5 pc,,150d11m55.8052s,-9d31m00.034s,Star('BD-08 2823'),Star('BD-08 2823')
62,BD-08 2823 c,Flags(lculated Temperature'),System('BD-08 2823'),,,,,,,,RV,2009,The star BD-82823 is a K-type main sequence star in the constellation Sextans. It has only one fifth of our Sun's luminosity.,"['HIP 49067 c', 'TYC 5480-00020-1 c', '2MASS J10004775-0931001 c', 'Gaia DR2 3770419611540574080 c', 'TYC 5480-20-1 c', 'BD-08 2823 c']",['Confirmed planets'],<bound method Planet.type of Planet('BD-08 2823 c')>,0.33 M_j,0.68 au,237.6 d,-233.0 deg,2454193,0.19,42.5 pc,,150d11m55.8052s,-9d31m00.034s,Star('BD-08 2823'),Star('BD-08 2823')
63,BD-10 3166 b,Flags(lculated Temperature'),System('BD-10 3166'),,,,,,,,RV,2000,The star BD-103166 is a K-type main sequence star in the constellation Crater. It is three times as metal-rich as our Sun.,"['Gaia DR2 3758629479636689536 b', 'TYC 5503-946-1 b', 'BD-10 3166 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD-10 3166 b')>,0.408 M_j,0.0427 au,3.48777 d,334.0 deg,2451171.22,0.019,65.19 pc,1209.375775381247 K,164d37m11.697s,-10d46m13.3917s,Star('BD-10 3166'),Star('BD-10 3166')
64,BD-11 4672 b,Flags(lculated Temperature'),System('BD-11 4672'),,,,,,,,RV,2014,This planet was discovered by Moutou et al. 2015. This was a ground based discovery. The parameters listed here are those reported by Barbato et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,"['HIP 90979 b', 'Gaia DR2 4154598526336121600 b', 'GJ 717 b', 'TYC 5699-2129-1 b', 'BD-11 4672 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD-11 4672 b')>,0.65 M_j,2.36 au,1634.0 d,343.88 deg,,0.05,27.3 pc,121.99657973959332 K,278d22m12.483s,-11d38m09.7218s,Star('BD-11 4672'),Star('BD-11 4672')
65,BD-11 4672 c,Flags(lculated Temperature'),System('BD-11 4672'),,,,,,,,RV,2020,This planet was discovered by Barbato et al. 2020. This was a ground based discovery. The parameters listed here are those reported by Barbato et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,"['HIP 90979 c', 'Gaia DR2 4154598526336121600 c', 'GJ 717 c', 'TYC 5699-2129-1 c', 'BD-11 4672 c']",['Confirmed planets'],<bound method Planet.type of Planet('BD-11 4672 c')>,0.04836 M_j,0.3 au,74.2 d,245.92 deg,,0.4,27.3 pc,342.170866209925 K,278d22m12.483s,-11d38m09.7218s,Star('BD-11 4672'),Star('BD-11 4672')
66,BD+14 4559 b,Flags(lculated Temperature'),System('BD+14 4559'),,,,,,,,RV,2009,,"['BD14 4559 b', 'Solaris b', 'TYC 1117-615-1 b', 'Gaia DR2 1759623813132980864 b', 'HIP 104780 b', 'BD+14 4559 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD+14 4559 b')>,1.47 M_j,0.777 au,268.94 d,87.64 deg,245294.21,0.29,48.36 pc,,318d23m59.8714s,14d41m21.7994s,Star('BD+14 4559'),Star('BD+14 4559')
67,BD+15 2375 b,Flags(lculated Temperature'),System('BD+15 2375'),,,,,,,,RV,2016,BD+15 2375 b is a giant planet orbiting a red giant star.,"['Gaia DR2 3924009634910406912 b', 'TYC 870-204-1 b', 'BD+15 2375 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD+15 2375 b')>,1.061 M_j,0.576 au,153.22 d,55.0 deg,2457680,0.001,610.0 pc,943.5438647831439 K,176d28m55.707s,14d36m58.9267s,Star('BD+15 2375'),Star('BD+15 2375')
68,BD+15 2940 b,Flags(lculated Temperature'),System('BD+15 2940'),,,,,,,,RV,2013,The planet BD+15 2940 b was discovered by the Penn State - Torun Planet Search (PTPS) using ground based spectrometer. It is the closest-in planet around a giant star. It might soon be swallowed by the star as a consequence of stellar evolution.,"['HIC 78407 b', 'Gaia DR2 1193071962699902336 b', 'TYC 1503-1050-1 b', 'HIP 78407 b', 'BD+15 2940 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD+15 2940 b')>,1.11 M_j,0.539 au,137.48 d,302.0 deg,2453464,0.26,508.0 pc,1289.572407537514 K,240d05m44.074s,15d32m48.9291s,Star('BD+15 2940'),Star('BD+15 2940')
69,BD-17 63 b,Flags(lculated Temperature'),System('BD-17 63'),,,,,,,,RV,2008,The star BD-1763 is a K-type star in the constellation Cetus. It is five times less luminous than our Sun.,"['Gaia DR2 2367734656180397952 b', 'TYC 5840-482-1 b', 'Felixvarela b', 'HIP 2247 b', 'BD-17 63 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD-17 63 b')>,5.1 M_j,1.34 au,655.6 d,112.2 deg,2454627.1,0.54,35.7 pc,174.16624848521184 K,7d08m34.5981s,-16d13m34.8458s,Star('BD-17 63'),Star('BD-17 63')
70,BD+20 1790 b,Flags(lculated Temperature'),System('BD+20 1790'),,50.41 deg,,,,,,RV,2015,The existance of planet BD+20 1790 b was proposed first in 2010. New Bayesian analysis supports the hypothesis of the planetary companion.,"['V429 Gem b', 'V429 Geminorum b', '2MASS J07234358+2024588 b', 'TYC 1355-214-1 b', 'Gaia DR2 3363049071685181056 b', 'BD+20 1790 b']",['Confirmed planets'],<bound method Planet.type of Planet('BD+20 1790 b')>,6.37 M_j,0.066 au,7.78287 d,262.0 deg,,0.22,25.4 pc,,110d55m53.838s,20d24m58.6545s,Star('BD+20 1790'),Star('BD+20 1790')
71,BD+20 2457 b,Flags(lculated Temperature'),System('BD+20 2457'),,,,,,,,RV,2009,The star BD+20 2457 is located in the constellation Leo. Its metallicity is ten times lower compared to our Sun. The orbital parameters given in the discovery paper have been shown to be dynamically unstable on astronomically short timescales.,"['BD20 2457 b', 'Gaia DR2 625137162857354880 b', 'TYC 1422-790-1 b', 'BD+20 2457 b']",['Controversial'],<bound method Planet.type of Planet('BD+20 2457 b')>,21.42 M_j,1.45 au,379.63 d,207.64 deg,2454677.53,0.15,2558.585886905645 pc,,154d11m12.9525s,19d53m29.0096s,Star('BD+20 2457'),Star('BD+20 2457')
72,BD+20 2457 c,Flags(lculated Temperature'),System('BD+20 2457'),,,,,,,,RV,2009,The star BD+20 2457 is located in the constellation Leo. Its metallicity is ten times lower compared to our Sun. The orbital parameters given in the discovery paper have been shown to be dynamically unstable on astronomically short timescales.,"['BD20 2457 c', 'Gaia DR2 625137162857354880 c', 'TYC 1422-790-1 c', 'BD+20 2457 c']",['Controversial'],<bound method Planet.type of Planet('BD+20 2457 c')>,12.47 M_j,2.01 au,621.99 d,126.02 deg,2453867.45,0.18,2558.585886905645 pc,,154d11m12.9525s,19d53m29.0096s,Star('BD+20 2457'),Star('BD+20 2457')
