,spectral_type,temp,metallicity,altnames,mass,magUltraviolet,magBlue,magH_nearinfared,magInfared,magJ_nearinfared,magK_nearinfared,magVisual,magL_nq_midinfared,magM_midinfared,magN_midinfared,distance,periastron,right_ascension,declination,parent_obj,child_obj,list,planet1type,planet2type,planet3type,planet4type,planet5type,planet6type,planet7type,planet8type,planet9type,proper,flags,system,radius,age,hip,hd,hr,gl
2957,,5359.0 K,0.02,['Gaia DR2 2080025349764145536'],0.95 M_s,,,,,,,,,,,476.3039 pc,,295d25m13.794s,45d54m12.589s,System('KIC 9413313'),[Planet('KIC 9413313 b')],[],,,,,,,,,,KIC 9413313,Flags(),System('KIC 9413313'),1.45 R_s,,,,,
2958,,5527.0 K,0.0,"['KOI-1451 A', 'Kepler-453 A']",0.934 M_s,,,,,,,,,,,500.0 pc,,,,Binary('KIC 9632895'),[],[],,,,,,,,,,KIC 9632895 A,Flags(),System('KIC 9632895'),0.833 R_s,1.75 Gyr,,,,
2959,,3309.0 K,,"['KOI-1451.01', 'KOI-1451 B', 'Kepler-453 B']",0.1938 M_s,,,,,,,,,,,500.0 pc,,,,Binary('KIC 9632895'),[],[],,,,,,,,,,KIC 9632895 B,Flags(),System('KIC 9632895'),0.2143 R_s,1.75 Gyr,,,,
2960,,6065.0 K,-0.28,"['KOI-179', 'Kepler-458', '2MASS J19481090+4619433', 'Gaia DR2 2080266967444876032']",0.975 M_s,,,12.546,,12.823,12.502,,,,,1670.84 pc,,297d02m43.518s,46d19m43.3285s,System('KIC 9663113'),"[Planet('KIC 9663113 b'), Planet('KOI-179.01')]",[],Cold Neptune,Warm Neptune,,,,,,,,KIC 9663113,Flags(),System('KIC 9663113'),1.03 R_s,,,,,
2961,,,,[],0.48 M_s,,,,,,,,,,,6300.0 pc,,268d26m15s,-29d05m13s,System('KMT-2016-BLG-0212L'),[Planet('KMT-2016-BLG-0212L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-0212L,Flags(lculated Temperature'),System('KMT-2016-BLG-0212L'),,,,,,
2962,,,,[],0.09 M_s,,,,,,,,,,,6651.0 pc,,266d25m00s,-26d01m54s,System('KMT-2016-BLG-1107L'),[Planet('KMT-2016-BLG-1107L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-1107L,Flags(lculated Temperature'),System('KMT-2016-BLG-1107L'),,,,,,
2963,,,,[],0.45 M_s,,,,,,,,,,,6600.0 pc,,272d40m00s,-24d51m28s,System('KMT-2016-BLG-1397L'),[Planet('KMT-2016-BLG-1397L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-1397L,Flags(lculated Temperature'),System('KMT-2016-BLG-1397L'),,,,,,
2964,,,,[],0.04 M_s,,,,,,,,,,,6260.0 pc,,268d46m00s,-29d31m01s,System('KMT-2016-BLG-1820L'),[Planet('KMT-2016-BLG-1820L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-1820L,Flags(lculated Temperature'),System('KMT-2016-BLG-1820L'),,,,,,
2965,,,,[],0.49 M_s,,,,,,,,,,,7100.0 pc,,268d15m00s,-30d02m27s,System('KMT-2016-BLG-1836L'),[Planet('KMT-2016-BLG-1836L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-1836L,Flags(lculated Temperature'),System('KMT-2016-BLG-1836L'),,,,,,
2966,,,,[],0.07 M_s,,,,,,,,,,,7010.0 pc,,268d06m45s,-29d23m04s,System('KMT-2016-BLG-2142L'),[Planet('KMT-2016-BLG-2142L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-2142L,Flags(lculated Temperature'),System('KMT-2016-BLG-2142L'),,,,,,
2967,,,,[],0.5 M_s,,,,,,,,,,,6440.0 pc,,265d43m00s,-27d26m08s,System('KMT-2016-BLG-2364L'),[Planet('KMT-2016-BLG-2364L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-2364L,Flags(lculated Temperature'),System('KMT-2016-BLG-2364L'),,,,,,
2968,,,,[],0.64 M_s,,,,,,,,,,,4880.0 pc,,266d12m45s,-23d12m05s,System('KMT-2016-BLG-2397L'),[Planet('KMT-2016-BLG-2397L b')],[],None Jupiter,,,,,,,,,KMT-2016-BLG-2397L,Flags(lculated Temperature'),System('KMT-2016-BLG-2397L'),,,,,,
2969,,,,[],0.76 M_s,,,,,,,,,,,4530.0 pc,,269d39m00s,-28d08m01s,System('KMT-2017-BLG-0165L'),[Planet('KMT-2017-BLG-0165L b')],[],None Jupiter,,,,,,,,,KMT-2017-BLG-0165L,Flags(lculated Temperature'),System('KMT-2017-BLG-0165L'),,,,,,
2970,,,,[],0.37 M_s,,,,,,,,,,,6000.0 pc,,266d10m15s,-25d08m35s,System('KMT-2017-BLG-1038L'),[Planet('KMT-2017-BLG-1038L b')],[],None Jupiter,,,,,,,,,KMT-2017-BLG-1038L,Flags(lculated Temperature'),System('KMT-2017-BLG-1038L'),,,,,,
2971,,,,[],0.33 M_s,,,,,,,,,,,6500.0 pc,,269d06m15s,-33d08m33s,System('KMT-2017-BLG-1146L'),[Planet('KMT-2017-BLG-1146L b')],[],None Jupiter,,,,,,,,,KMT-2017-BLG-1146L,Flags(lculated Temperature'),System('KMT-2017-BLG-1146L'),,,,,,
2972,,,,[],1.14 M_s,,,,,,,,,,,3380.0 pc,,264d28m15s,-27d59m05s,System('KMT-2018-BLG-0029L'),[Planet('KMT-2018-BLG-0029L b')],[],None Super-Earth,,,,,,,,,KMT-2018-BLG-0029L,Flags(lculated Temperature'),System('KMT-2018-BLG-0029L'),,,,,,
2973,,,,[],0.09 M_s,,,,,,,,,,,7300.0 pc,,267d52m30s,-30d38m47s,System('KMT-2018-BLG-0748L'),[Planet('KMT-2018-BLG-0748L b')],[],None Jupiter,,,,,,,,,KMT-2018-BLG-0748L,Flags(lculated Temperature'),System('KMT-2018-BLG-0748L'),,,,,,
2974,,,,[],1.09 M_s,,,,,,,,,,,3460.0 pc,,263d25m45s,-33d31m14s,System('KMT-2018-BLG-1292L'),[Planet('KMT-2018-BLG-1292L b')],[],None Jupiter,,,,,,,,,KMT-2018-BLG-1292L,Flags(lculated Temperature'),System('KMT-2018-BLG-1292L'),,,,,,
2975,M,,,[],0.09 M_s,,,,,,,,,,,967.0 pc,,268d26m00s,-22d09m09s,System('KMT-2018-BLG-1990L'),[Planet('KMT-2018-BLG-1990L b')],[],None Jupiter,,,,,,,,,KMT-2018-BLG-1990L,Flags(lculated Temperature'),System('KMT-2018-BLG-1990L'),,,,,,
2976,,,,[],0.76 M_s,,,,,,,,,,,3320.0 pc,,268d27m30s,-29d52m39s,System('KMT-2019-BLG-0842L'),[Planet('KMT-2019-BLG-0842L b')],[],None Neptune,,,,,,,,,KMT-2019-BLG-0842L,Flags(lculated Temperature'),System('KMT-2019-BLG-0842L'),,,,,,
2977,,,,[],0.48 M_s,,,,,,,,,,,6120.0 pc,,265d44m30s,-25d34m26s,System('KMT-2019-BLG-1339L'),[Planet('KMT-2019-BLG-1339L b')],[],None Jupiter,,,,,,,,,KMT-2019-BLG-1339L,Flags(lculated Temperature'),System('KMT-2019-BLG-1339L'),,,,,,
2978,,,,[],0.31 M_s,,,,,,,,,,,7040.0 pc,,269d07m00s,-28d12m04s,System('KMT-2019-BLG-1953L'),[Planet('KMT-2019-BLG-1953L b')],[],None Jupiter,,,,,,,,,KMT-2019-BLG-1953L,Flags(lculated Temperature'),System('KMT-2019-BLG-1953L'),,,,,,
2979,,4523.0 K,,"['Kepler-415', 'KIC 3554031', '2MASS J19351306+3838208', 'Gaia DR2 2052280548230453760']",0.674 M_s,,,13.434,,14.091,13.378,,,,,538.387 pc,,293d48m15.9015s,38d38m20.8121s,System('KOI-1194'),"[Planet('KOI-1194 b'), Planet('KOI-1194 c'), Planet('KOI-1194.02')]",[],Warm Super-Earth,Cold Super-Earth,Cold Super-Earth,,,,,,,KOI-1194,Flags(),System('KOI-1194'),0.643 R_s,,,,,
2980,G5V,5520.0 K,0.27,"['Kepler-420 A', 'KIC 8751933 A']",0.99 M_s,,,,,,,,,,,900.0 pc,,,,Binary('KOI-1257'),[Planet('KOI-1257 b')],[],Cold Jupiter,,,,,,,,,KOI-1257 A,Flags(),System('KOI-1257'),1.13 R_s,9.3 Gyr,,,,
2981,K6V/K7V,4270.0 K,,"['Kepler-420 B', 'KIC 8751933 B']",0.7 M_s,,,,,,,,,,,900.0 pc,,,,Binary('KOI-1257'),[],[],,,,,,,,,,KOI-1257 B,Flags(),System('KOI-1257'),0.68 R_s,,,,,
2982,K,4850.0 K,-0.07,"['Kepler-432 A', 'KIC 10864656 A', '2MASS J19330772+4817092 A']",1.353 M_s,,,,,,12.183,,,,,870.0 pc,,,,Binary('KOI-1299'),"[Planet('KOI-1299 b'), Planet('KOI-1299 c')]",[],Warm Jupiter,Cold Jupiter,,,,,,,,KOI-1299 A,Flags(),System('KOI-1299'),4.16 R_s,3.5 Gyr,,,,
2983,,3660.0 K,,"['Kepler-432 B', 'KIC 10864656 B']",0.52 M_s,,,,,,,,,,,870.0 pc,,,,Binary('KOI-1299'),[],[],,,,,,,,,,KOI-1299 B,Flags(),System('KOI-1299'),,,,,,
2984,,,,"['Gaia DR2 2073860662955260416', 'Kepler-448', 'KIC 5812701', 'TYC 3140-349-1']",1.5 M_s,,11.73,10.287,,10.461,10.234,11.51,,,,403.99 pc,,297d27m13.401s,41d00m39.6275s,System('KOI-12'),"[Planet('KOI-12 b'), Planet('KOI-12 c')]",[],Warm Jupiter,Cold Jupiter,,,,,,,,KOI-12,Flags(lculated Temperature'),System('KOI-12'),1.4 R_s,,,,,
2985,F8V,6050.0 K,0.4,"['Kepler-43', 'KIC 9818381', '2MASS J19005780+4640057', 'GSC 03541-00075', 'Gaia DR2 2107314266289095296']",1.27 M_s,,13.8,12.605,,12.858,12.55,,,,,1950.0 pc,,285d14m27.051s,46d40m05.6648s,System('KOI-135'),[Planet('KOI-135 b')],[],Warm Jupiter,,,,,,,,,KOI-135,Flags(),System('KOI-135'),1.38 R_s,2.3 Gyr,,,,
2986,B,5513.0 K,0.37,"['Kepler-88', 'KIC 5446285', '2MASS J19243554+4040098', 'Gaia DR2 2101507367429089664']",1.022 M_s,,,11.517,,11.882,11.454,,,,,385.0 pc,,291d08m53.1465s,40d40m09.8098s,System('KOI-142'),"[Planet('KOI-142 b'), Planet('KOI-142 c'), Planet('KOI-142 d')]",[],Cold Super-Earth,Cold Jupiter,Cold Jupiter,,,,,,,KOI-142,Flags(),System('KOI-142'),0.961 R_s,2.45 Gyr,,,,
2987,,6370.0 K,0.14,"['Kepler-419', 'KIC 12365184', '2MASS J19414029+5111051', 'Gaia DR2 2135604425595213440']",1.39 M_s,,,11.899,,12.088,11.859,,,,,1041.34 pc,,295d25m04.4865s,51d11m05.166s,System('KOI-1474'),"[Planet('KOI-1474 b'), Planet('Kepler-419 c')]",[],Cold Jupiter,Cold Jupiter,,,,,,,,KOI-1474,Flags(),System('KOI-1474'),1.75 R_s,,,,,
2988,,,,"['KIC 5474613', 'Gaia DR2 2073779161653824640', 'Kepler-1659']",1.02 M_s,,,13.266,,13.631,13.238,,,,,1168.99 pc,,298d22m25.833s,40d37m06.3792s,System('KOI-1599'),"[Planet('KOI-1599 b'), Planet('KOI-1599 c')]",[],Warm Super-Earth,Cold Super-Earth,,,,,,,,KOI-1599,Flags(lculated Temperature'),System('KOI-1599'),0.97 R_s,,,,,
2989,,6104.0 K,-0.2,"['Kepler-408', 'KIC 10963065', 'HD 176693', 'TYC 3545-1227-1', '2MASS J18590868+4825236', 'Gaia DR2 2131593785132997632']",1.08 M_s,,9.34,7.539,,7.784,7.486,8.83,,,,89.0 pc,,284d47m10.269s,48d25m23.5989s,System('KOI-1612'),[Planet('KOI-1612.01')],[],Warm Super-Earth,,,,,,,,,KOI-1612,Flags(),System('KOI-1612'),1.23 R_s,,,76693.0,,
2990,,5922.0 K,0.11,"['Gaia DR2 2127790368255394048', 'Kepler-1662', 'KIC 10005758']",1.08 M_s,,,12.654,,12.917,12.621,,,,,887.81 pc,,289d20m29.205s,46d59m17.6343s,System('KOI-1783'),"[Planet('KOI-1783 c'), Planet('KOI-1783 b')]",[],Cold Neptune,Cold Jupiter,,,,,,,,KOI-1783,Flags(),System('KOI-1783'),1.14 R_s,,,,,
2991,G4V,5560.0 K,-0.1,"['Kepler-423', 'KIC 9651668', 'GSC2.3 N2JG036249', '2MASS 19312537+4623282', '2MASS J19312537+4623282', 'Gaia DR2 2128273225659492608']",0.85 M_s,,,12.847,,13.142,12.78,,,,,725.0 pc,,292d51m20.6325s,46d23m28.2196s,System('KOI-183'),[Planet('KOI-183 b')],[],Warm Jupiter,,,,,,,,,KOI-183,Flags(),System('KOI-183'),0.95 R_s,11.0 Gyr,,,,
2992,,3687.0 K,0.07,"['Kepler-974', 'KIC 5080636', '2MASS J19000314+4013147', 'Gaia DR2 2103377980301947264']",0.52 M_s,,,11.279,,12.0,11.056,,,,,134.833 pc,,285d00m47.175s,40d13m14.7985s,System('KOI-1843'),"[Planet('KOI-1843.03'), Planet('Kepler-974 b'), Planet('KOI-1843.02')]",[],Warm Super-Earth,Cold Super-Earth,Cold Super-Earth,,,,,,,KOI-1843,Flags(),System('KOI-1843'),0.5 R_s,,,,,
2993,,,,"['Kepler-416', 'KIC 4157325', '2MASS J19261367+3913382', 'Gaia DR2 2052975370856687744']",0.999 M_s,,,12.576,,12.874,12.51,,,,,704.771 pc,,291d33m25.08s,39d13m38.2645s,System('KOI-1860'),"[Planet('KOI-1860 b'), Planet('KOI-1860 c'), Planet('KOI-1860.03'), Planet('KOI-1860.04')]",[],Warm Super-Earth,Warm Super-Earth,Warm Super-Earth,Cold Super-Earth,,,,,,KOI-1860,Flags(lculated Temperature'),System('KOI-1860'),1.075 R_s,,,,,
2994,,6134.0 K,,"['Kepler-328', 'KIC 4939346', '2MASS J19431423+4000306', 'Gaia DR2 2076373321899335808']",0.98 M_s,,,14.19,,14.46,14.19,,,,,1680.75 pc,,295d48m33.4485s,40d00m30.6331s,System('KOI-1873'),"[Planet('KOI-1873.02'), Planet('KOI-1873.01')]",[],Cold Jupiter,Cold Jupiter,,,,,,,,KOI-1873,Flags(),System('KOI-1873'),0.97 R_s,0.3 Gyr,,,,
2995,K1V,5170.0 K,0.24,"['Kepler-425', 'KOI-0188', '2MASS 19212592+4034038', 'USNO-A2 1275-11218459', 'KIC 5357901', '2MASS J19212592+4034038', 'Gaia DR2 2101184111011462144']",0.93 M_s,,16.047,12.931,14.605,13.376,12.806,14.97,,,,650.0 pc,,290d21m28.8105s,40d34m03.8549s,System('KOI-188'),[Planet('KOI-188 b')],[],Warm Jupiter,,,,,,,,,KOI-188,Flags(),System('KOI-188'),0.86 R_s,5.0 Gyr,,,,
2996,,4972.0 K,-0.04,"['Kepler-1004', 'KIC 11673802', '2MASS J19492623+4947511', 'Gaia DR2 2087243952836878080']",1.11 M_s,,,11.155,,11.7,11.06,,,,,1191.33 pc,,297d21m33.5835s,49d47m51.0933s,System('KOI-1894'),[Planet('Kepler-1004 b')],[],Warm Jupiter,,,,,,,,,KOI-1894,Flags(),System('KOI-1894'),3.39 R_s,,,,,
2997,G2V,5800.0 K,-0.19,"['Kepler-427', 'KOI-0192', '2MASS 19130109+4342175', 'USNO-A2 1275-10946568', 'KIC 7950644', '2MASS J19130109+4342175', 'Gaia DR2 2103014626070505344']",0.96 M_s,,15.13,12.814,14.013,13.161,12.777,14.42,,,,1100.0 pc,,288d15m16.4385s,43d42m17.5223s,System('KOI-192'),[Planet('KOI-192 b')],[],Warm Jupiter,,,,,,,,,KOI-192,Flags(),System('KOI-192'),1.35 R_s,7.0 Gyr,,,,
2998,G1V,5725.0 K,-0.21,"['Kepler-426', 'KOI-0195', '2MASS 19174431+4928242', 'USNO-A2 1350-10395462', 'KIC 11502867', '2MASS J19174431+4928242', 'Gaia DR2 2132623993168462464']",0.91 M_s,,15.736,13.23,14.735,13.624,13.21,15.073,,,,880.0 pc,,289d26m04.7955s,49d28m24.3051s,System('KOI-195'),[Planet('KOI-195 b')],[],Warm Jupiter,,,,,,,,,KOI-195,Flags(),System('KOI-195'),0.92 R_s,3.0 Gyr,,,,
2999,,5649.0 K,0.48,"['Kepler-491', 'KIC 6849046', '2MASS J19083133+4221005', 'Gaia DR2 2102468134431912064']",1.07 M_s,,,12.426,,12.746,12.354,,,,,642.467 pc,,287d07m50.169s,42d21m00.6082s,System('KOI-201'),[Planet('KOI-201 b')],[],Warm Jupiter,,,,,,,,,KOI-201,Flags(),System('KOI-201'),1.05 R_s,,,,,
3000,,6360.0 K,-0.01,"['Kepler-433', 'KIC 5728139', '2MASS J19502247+4058381', 'Gaia DR2 2073856917743350784']",1.46 M_s,,15.08,12.948,14.1,13.201,12.826,14.35,,,,1870.0 pc,,297d35m37.0845s,40d58m38.1541s,System('KOI-206'),[Planet('KOI-206 b')],[],Warm Jupiter,,,,,,,,,KOI-206,Flags(),System('KOI-206'),2.26 R_s,2.67 Gyr,,,,
3001,,5376.0 K,,"['Kepler-417', 'KIC 7207061', '2MASS J19351783+4246469', 'Gaia DR2 2077774099706867712']",0.897 M_s,,,13.958,,14.426,13.922,,,,,999.5 pc,,293d49m27.4095s,42d46m46.8815s,System('KOI-2113'),"[Planet('KOI-2113 b'), Planet('KOI-2113 c')]",[],Cold Super-Earth,Cold Super-Earth,,,,,,,,KOI-2113,Flags(),System('KOI-2113'),0.806 R_s,,,,,
3002,,5565.0 K,,"['Kepler-396', 'KIC 11253827', '2MASS J19443187+4858386', 'Gaia DR2 2134847343119885440', 'TYC 3565-2-1']",0.95 M_s,,12.44,10.356,,10.672,10.285,12.26,,,,263.4 pc,,296d07m58.0695s,48d58m38.5612s,System('KOI-2672'),"[Planet('KOI-2672.01'), Planet('KOI-2672.02')]",[],Cold Neptune,Cold Jupiter,,,,,,,,KOI-2672,Flags(),System('KOI-2672'),1.04 R_s,,,,,
3003,,4433.0 K,-0.2,"['KIC 8639908', '2MASS J19480085+4446303', 'Gaia DR2 2078970230921775744']",0.632 M_s,,,12.993,,13.578,12.84,,,,,511.771 pc,,297d00m12.732s,44d46m30.3748s,System('KOI-2700'),[Planet('KOI-2700 b')],[],Warm Jupiter,,,,,,,,,KOI-2700,Flags(),System('KOI-2700'),0.574 R_s,,,,,
3004,,5883.0 K,,"['Kepler-92', 'KIC 6196457', '2MASS J19162065+4133465', 'Gaia DR2 2102224661326132864', 'TYC 3129-2750-1']",1.209 M_s,,12.5,10.47,,10.747,10.403,11.67,,,,367.56 pc,,289d05m09.8205s,41d33m46.6526s,System('KOI-285'),"[Planet('KOI-285 b'), Planet('KOI-285 c'), Planet('KOI-285 d')]",[],Warm Jupiter,Cold Jupiter,Cold Super-Earth,,,,,,,KOI-285,Flags(),System('KOI-285'),1.719 R_s,5.2 Gyr,,,,
3005,F,6210.0 K,-0.14,"['KIC 5473556 A', '2MASS J19523602+4039222 A', 'Kepler-1647 A']",1.2207 M_s,,,,,,,,,,,,,,,Binary('KOI-2939 AB'),[],[],,,,,,,,,,KOI-2939 A,Flags(timated magV'),System('KOI-2939'),1.7903 R_s,4.4 Gyr,,,,
3006,G,5770.0 K,,"['KOI-2939.01', 'KIC 5473556 B', '2MASS J19523602+4039222 B', 'Kepler-1647 B']",0.9678 M_s,,,,,,,,,,,,,,,Binary('KOI-2939 AB'),[],[],,,,,,,,,,KOI-2939 B,Flags(timated magV'),System('KOI-2939'),0.9663 R_s,4.4 Gyr,,,,
3007,,,,"['KIC 5473556 C', 'Kepler-1647 C']",,,,13.97,,14.59,13.86,,,,,,,,,Binary('KOI-2939'),[],[],,,,,,,,,,KOI-2939 C,Flags(timated magV'),System('KOI-2939'),,,,,,
3008,M1V,3841.0 K,-0.28,"['Kepler-138', 'KIC 7603200', '2MASS J19213157+4317347', 'Gaia DR2 2102053446751282944']",0.521 M_s,,,9.68,,10.293,9.506,,,,,114.07 pc,,290d22m53.5215s,43d17m34.6803s,System('KOI-314'),"[Planet('KOI-314 b'), Planet('KOI-314 c'), Planet('Kepler-138 b')]",[],Cold Super-Earth,Cold Super-Earth,Cold Super-Earth,,,,,,,KOI-314,Flags(),System('KOI-314'),0.442 R_s,,,,,
3009,,5523.0 K,,"['Kepler-414', 'KIC 10878263', '2MASS J19515077+4814397', 'Gaia DR2 2086519821353411456']",0.892 M_s,,,11.75,,12.087,11.698,,,,,418.445 pc,,297d57m41.556s,48d14m39.7396s,System('KOI-341'),"[Planet('KOI-341 b'), Planet('KOI-341 c')]",[],Warm Super-Earth,Warm Super-Earth,,,,,,,,KOI-341,Flags(),System('KOI-341'),0.946 R_s,,,,,
3010,,5926.0 K,-0.12,"['KIC 9025971', '2MASS J19330757+4518348', 'Gaia DR2 2126518783059463168', 'Kepler-1657']",1.0 M_s,,,13.041,,13.384,13.101,,,,,946.611 pc,,293d16m53.748s,45d18m34.8217s,System('KOI-3680'),[Planet('KOI-3680.01')],[],Cold Jupiter,,,,,,,,,KOI-3680,Flags(),System('KOI-3680'),0.91 R_s,,,,,
3011,,9257.0 K,0.4,"['KIC 6693943', 'Gaia DR2 2101932667967665408', 'KIC 6603043', 'TYC 3142-1727-1']",2.3 M_s,,11.3,11.089,,11.109,11.081,11.02,,,,1200.0 pc,,290d51m16.572s,42d05m12.9135s,System('KOI-368'),[Planet('KOI-368.01')],[],Hot Jupiter,,,,,,,,,KOI-368,Flags(),System('KOI-368'),2.5 R_s,0.25 Gyr,,,,
3012,,6022.0 K,,"['Kepler-145', 'KIC 8494142', '2MASS J19253306+4431447', 'Gaia DR2 2126237131982289280']",1.419 M_s,,,10.693,,10.913,10.628,,,,,589.92 pc,,291d23m15.9225s,44d31m44.7509s,System('KOI-370'),"[Planet('KOI-370.02'), Planet('KOI-370.01')]",[],Warm Super-Earth,Warm Neptune,,,,,,,,KOI-370,Flags(),System('KOI-370'),1.98 R_s,4.21 Gyr,,,,
3013,G2V,5820.0 K,-0.01,"['Kepler-539', 'KIC 6471021', '2MASS J19562938+4152003', 'Gaia DR2 2075377679763353984']",1.014 M_s,,,10.964,,11.294,10.915,,,,,310.01 pc,,299d07m20.808s,41d52m00.3179s,System('KOI-372'),"[Planet('KOI-372 b'), Planet('KOI-372 c')]",[],Cold Jupiter,Cold Jupiter,,,,,,,,KOI-372,Flags(),System('KOI-372'),1.122 R_s,1.0 Gyr,,,,
3014,F7V,6350.0 K,0.1,"['Kepler-39', 'KIC 9478990', '2MASS J19475046+4602034', 'Gaia DR2 2080168561154800384']",1.26 M_s,,14.9,12.999,,13.236,12.918,14.3,,,,1200.0 pc,,296d57m37.1175s,46d02m03.4991s,System('KOI-423'),[Planet('KOI-423 b')],[],Warm Jupiter,,,,,,,,,KOI-423,Flags(),System('KOI-423'),1.25 R_s,1.0 Gyr,,,,
3015,F5IV,,0.1,"['KIC 10418224', 'Kepler-40', '2MASS J19471528+4731357', 'Gaia DR2 2086577373912703104']",1.48 M_s,,15.11,13.294,14.02,13.536,13.27,14.76,,,,2468.5 pc,,296d48m49.3125s,47d31m35.6652s,System('KOI-428'),[Planet('KOI-428 b')],[],Warm Jupiter,,,,,,,,,KOI-428,Flags(lculated Temperature'),System('KOI-428'),2.13 R_s,,,,,
3016,,3813.0 K,-0.07,"['KIC 4172805', '2MASS J19402813+3916267', 'Gaia DR2 2076232790569562112']",0.526 M_s,,,12.684,,13.339,12.499,,,,,240.0 pc,,295d07m02.046s,39d16m26.7578s,System('KOI-4427'),[Planet('KOI-4427.01')],[],Cold Super-Earth,,,,,,,,,KOI-4427,Flags(),System('KOI-4427'),0.505 R_s,3.6 Gyr,,,,
3017,F,6031.0 K,-0.22,"['Gaia DR2 2133599637938376704', 'KIC 11804437']",0.972 M_s,,,,,,,,,,,347.814 pc,,286d13m41.2125s,50d00m48.8083s,System('KOI-4878'),[Planet('KOI-4878 b')],[],Cold Super-Earth,,,,,,,,,KOI-4878,Flags(),System('KOI-4878'),1.068 R_s,,,,,
3018,,5732.0 K,-0.11,"['Kepler-177', 'KIC 8806123', '2MASS J19041131+4503115', 'Gaia DR2 2106339927188171776']",0.92 M_s,,,13.57,,13.858,13.421,,,,,1387.37 pc,,286d02m49.629s,45d03m11.5497s,System('KOI-523'),"[Planet('KOI-523 b'), Planet('KOI-523 c')]",[],Cold Super-Earth,Cold Neptune,,,,,,,,KOI-523,Flags(),System('KOI-523'),1.32 R_s,,,,,
3019,sdB,27730.0 K,,"['Kepler-70', 'KIC 5807616', '2MASS J19452546+4105339', 'Gaia DR2 2076819620539690880']",0.496 M_s,,14.71,15.59,15.72,15.36,15.494,14.87,,,,1180.0 pc,,296d21m22.119s,41d05m33.882s,System('KOI-55'),"[Planet('KOI-55 b'), Planet('KOI-55 c')]",[],Hot Super-Earth,Hot Super-Earth,,,,,,,,KOI-55,Flags(),System('KOI-55'),0.203 R_s,,,,,
3020,,6161.0 K,-0.18,"['Kepler-435', 'KIC 7529266', '2MASS J19290895+4311502', 'Gaia DR2 2125913531966017408']",1.538 M_s,,14.0,12.345,12.92,12.593,12.291,13.91,,,,2070.0 pc,,292d17m14.235s,43d11m50.1602s,System('KOI-680'),[Planet('KOI-680 b')],[],Warm Jupiter,,,,,,,,,KOI-680,Flags(),System('KOI-680'),3.21 R_s,2.25 Gyr,,,,
3021,G,5498.0 K,0.18,"['Kepler-30', 'KIC 3832474', '2MASS J19010807+3856502', 'Gaia DR2 2100243616248608896']",0.99 M_s,,16.5,13.62,14.55,14.0,13.58,,,,,924.9 pc,,285d17m01.119s,38d56m50.2186s,System('KOI-806'),"[Planet('KOI-806.03'), Planet('KOI-806.02'), Planet('KOI-806.01')]",[],Cold Neptune,Cold Jupiter,Cold Jupiter,,,,,,,KOI-806,Flags(),System('KOI-806'),0.95 R_s,,,,,
3022,K1V,5150.0 K,0.09,"['Kepler-428', 'KOI-0830', '2MASS 19221961+4034386', 'USNO-A2 1275-11249110', 'KIC 5358624', '2MASS J19221961+4034386', 'Gaia DR2 2101186168296277376']",0.87 M_s,,16.584,13.295,14.84,13.767,13.23,15.405,,,,720.0 pc,,290d34m54.2475s,40d34m38.5639s,System('KOI-830'),[Planet('KOI-830 b')],[],Warm Jupiter,,,,,,,,,KOI-830,Flags(),System('KOI-830'),0.8 R_s,5.0 Gyr,,,,
3023,K1V,5165.0 K,0.22,['Gaia DR2 1055895483267019392'],0.89 M_s,,,11.029,,11.41,10.931,13.033,,,,264.69 pc,,165d10m02.7315s,64d57m50.3451s,System('KPS-1'),[Planet('KPS-1 b')],[],Warm Jupiter,,,,,,,,,KPS-1,Flags(),System('KPS-1'),0.91 R_s,,,,,
3024,M1V,3800.0 K,0.04,"['HIP 115211', 'TYC 9126-748-1', 'GJ 4332', 'Gaia DR2 6491962296196145664']",0.62 M_s,,12.45,7.32,9.06,7.941,7.082,11.014,,,,25.17 pc,,350d01m52.8675s,-60d03m54.6445s,System('L 168-9'),[Planet('L 168-9 b')],[],Warm Super-Earth,,,,,,,,,L 168-9,Flags(),System('L 168-9'),0.6 R_s,,15211.0,,,GJ 4332
3025,M3V,3412.0 K,-0.5,"['Gaia DR2 5271055243163629056', 'TYC 9193-2365-1']",0.31 M_s,,,7.359,,7.933,7.101,11.685,,,,10.62 pc,,124d31m54.3225s,-68d18m46.7995s,System('L 98-59'),"[Planet('L 98-59 b'), Planet('L 98-59 c'), Planet('L 98-59 d')]",[],Cold Super-Earth,Cold Super-Earth,Cold Super-Earth,,,,,,,L 98-59,Flags(),System('L 98-59'),0.31 R_s,,,,,
